run,variable,2025-01-01,2025-01-31,2025-02-01,2025-02-28,2025-03-01,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30,2026-07-31,2026-08-31,2026-09-30,2026-10-31,2026-11-30,2026-12-31
161,Quantity,,100.0,,95.0,,100.0,100.0,95.0,90.0,110.0,125.0,90.0,100.0,95.0,100.0,100.0,70.0,90.0,100.0,80.0,140.0,100.0,80.0,75.0,100.0,70.0,90.0
161,Price,,10.0,,10.0,,9.0,10.0,10.0,9.8,9.5,9.5,9.8,10.0,10.0,9.0,10.0,12.0,9.8,10.0,11.0,8.8,10.0,11.0,12.3,10.0,12.0,9.8
161,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
162,Quantity,,100.0,,125.0,,90.0,110.0,95.0,75.0,100.0,80.0,90.0,120.0,125.0,90.0,100.0,130.0,100.0,110.0,130.0,75.0,100.0,95.0,100.0,90.0,95.0,90.0
162,Price,,10.0,,9.5,,9.8,9.5,10.0,12.3,10.0,11.0,9.8,9.2,9.5,9.8,10.0,9.0,9.0,9.5,9.0,12.3,10.0,10.0,9.0,10.5,10.0,9.8
162,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
163,Quantity,,80.0,,70.0,,80.0,90.0,125.0,90.0,90.0,95.0,100.0,80.0,80.0,80.0,110.0,95.0,80.0,100.0,95.0,90.0,120.0,95.0,90.0,110.0,125.0,140.0
163,Price,,11.5,,12.0,,11.0,10.5,9.5,9.8,10.5,10.0,9.0,11.5,11.0,11.0,9.5,10.0,11.0,10.0,10.0,9.8,9.2,10.0,9.8,9.5,9.5,8.8
163,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
164,Quantity,,120.0,,95.0,,90.0,100.0,70.0,100.0,100.0,95.0,80.0,100.0,95.0,90.0,80.0,95.0,90.0,90.0,95.0,90.0,90.0,125.0,90.0,100.0,95.0,80.0
164,Price,,9.2,,10.0,,9.8,10.0,12.0,9.0,10.0,10.0,11.0,10.0,10.0,9.8,11.5,10.0,9.8,10.5,10.0,9.8,10.5,9.5,9.8,10.0,10.0,11.0
164,DSO,60.0,,45.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
165,Quantity,,90.0,,95.0,,100.0,80.0,130.0,90.0,100.0,95.0,75.0,80.0,130.0,90.0,80.0,95.0,90.0,100.0,70.0,100.0,100.0,95.0,90.0,100.0,125.0,100.0
165,Price,,10.5,,10.0,,9.0,11.5,9.0,9.8,10.0,10.0,12.3,11.5,9.0,9.8,11.5,10.0,9.8,10.0,12.0,9.0,10.0,10.0,9.8,10.0,9.5,9.0
165,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
166,Quantity,,110.0,,80.0,,90.0,100.0,80.0,140.0,120.0,95.0,100.0,100.0,95.0,75.0,120.0,95.0,75.0,80.0,125.0,80.0,100.0,130.0,90.0,120.0,95.0,75.0
166,Price,,9.5,,11.0,,9.8,10.0,11.0,8.8,9.2,10.0,9.0,10.0,10.0,12.3,9.2,10.0,12.3,11.5,9.5,11.0,10.0,9.0,9.8,9.2,10.0,12.3
166,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
167,Quantity,,100.0,,130.0,,75.0,100.0,95.0,90.0,100.0,125.0,90.0,100.0,95.0,90.0,100.0,125.0,100.0,100.0,95.0,90.0,110.0,70.0,140.0,80.0,70.0,90.0
167,Price,,10.0,,9.0,,12.3,10.0,10.0,9.8,10.0,9.5,9.8,10.0,10.0,9.8,10.0,9.5,9.0,10.0,10.0,9.8,9.5,12.0,8.8,11.5,12.0,9.8
167,DSO,60.0,,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
168,Quantity,,100.0,,95.0,,90.0,120.0,95.0,75.0,80.0,70.0,90.0,110.0,70.0,140.0,100.0,80.0,90.0,120.0,95.0,90.0,80.0,95.0,80.0,100.0,95.0,90.0
168,Price,,10.0,,10.0,,9.8,9.2,10.0,12.3,11.5,12.0,9.8,9.5,12.0,8.8,10.0,11.0,9.8,9.2,10.0,9.8,11.5,10.0,11.0,10.0,10.0,9.8
168,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
169,Quantity,,80.0,,80.0,,90.0,80.0,130.0,90.0,100.0,70.0,90.0,100.0,95.0,80.0,90.0,95.0,90.0,100.0,95.0,100.0,100.0,70.0,90.0,120.0,80.0,90.0
169,Price,,11.5,,11.0,,9.8,11.5,9.0,9.8,10.0,12.0,9.8,10.0,10.0,11.0,10.5,10.0,9.8,10.0,10.0,9.0,10.0,12.0,9.8,9.2,11.0,9.8
169,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
170,Quantity,,120.0,,95.0,,80.0,100.0,80.0,140.0,80.0,130.0,90.0,80.0,70.0,90.0,110.0,95.0,80.0,80.0,95.0,75.0,100.0,95.0,90.0,100.0,95.0,90.0
170,Price,,9.2,,10.0,,11.0,10.0,11.0,8.8,11.5,9.0,9.8,11.5,12.0,9.8,9.5,10.0,11.0,11.5,10.0,12.3,10.0,10.0,9.8,10.0,10.0,9.8
170,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
171,Quantity,,100.0,,95.0,,90.0,100.0,95.0,90.0,100.0,95.0,140.0,110.0,130.0,100.0,100.0,70.0,140.0,100.0,80.0,90.0,80.0,95.0,140.0,100.0,130.0,75.0
171,Price,,10.0,,10.0,,9.8,10.0,10.0,9.8,10.0,10.0,8.8,9.5,9.0,9.0,10.0,12.0,8.8,10.0,11.0,9.8,11.5,10.0,8.8,10.0,9.0,12.3
171,DSO,90.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
172,Quantity,,100.0,,125.0,,140.0,120.0,95.0,80.0,110.0,95.0,80.0,100.0,95.0,90.0,100.0,130.0,90.0,120.0,130.0,90.0,110.0,130.0,75.0,80.0,95.0,140.0
172,Price,,10.0,,9.5,,8.8,9.2,10.0,11.0,9.5,10.0,11.0,10.0,10.0,9.8,10.0,9.0,9.8,9.2,9.0,9.8,9.5,9.0,12.3,11.5,10.0,8.8
172,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
173,Quantity,,100.0,,125.0,,90.0,100.0,95.0,90.0,80.0,95.0,75.0,120.0,80.0,90.0,100.0,125.0,90.0,100.0,95.0,100.0,100.0,95.0,75.0,90.0,125.0,75.0
173,Price,,10.0,,9.5,,9.8,10.0,10.0,9.8,11.5,10.0,12.3,9.2,11.0,9.8,10.0,9.5,9.8,10.0,10.0,9.0,10.0,10.0,12.3,10.5,9.5,12.3
173,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
174,Quantity,,100.0,,95.0,,75.0,110.0,95.0,75.0,100.0,95.0,100.0,100.0,95.0,140.0,100.0,70.0,100.0,110.0,95.0,75.0,100.0,125.0,100.0,100.0,95.0,100.0
174,Price,,10.0,,10.0,,12.3,9.5,10.0,12.3,10.0,10.0,9.0,10.0,10.0,8.8,10.0,12.0,9.0,9.5,10.0,12.3,10.0,9.5,9.0,10.0,10.0,9.0
174,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
175,Quantity,,90.0,,95.0,,90.0,90.0,125.0,90.0,120.0,80.0,90.0,100.0,95.0,90.0,110.0,95.0,75.0,100.0,70.0,90.0,80.0,80.0,90.0,100.0,70.0,90.0
175,Price,,10.5,,10.0,,9.8,10.5,9.5,9.8,9.2,11.0,9.8,10.0,10.0,9.8,9.5,10.0,12.3,10.0,12.0,9.8,11.5,11.0,9.8,10.0,12.0,9.8
175,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
176,Quantity,,110.0,,70.0,,100.0,100.0,70.0,100.0,100.0,125.0,90.0,90.0,125.0,75.0,80.0,95.0,90.0,90.0,125.0,90.0,120.0,95.0,90.0,110.0,95.0,90.0
176,Price,,9.5,,12.0,,9.0,10.0,12.0,9.0,10.0,9.5,9.8,10.5,9.5,12.3,11.5,10.0,9.8,10.5,9.5,9.8,9.2,10.0,9.8,9.5,10.0,9.8
176,DSO,45.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
177,Quantity,,90.0,,130.0,,75.0,110.0,125.0,100.0,120.0,125.0,75.0,110.0,130.0,90.0,100.0,95.0,140.0,100.0,80.0,80.0,110.0,95.0,100.0,80.0,70.0,90.0
177,Price,,10.5,,9.0,,12.3,9.5,9.5,9.0,9.2,9.5,12.3,9.5,9.0,9.8,10.0,10.0,8.8,10.0,11.0,11.0,9.5,10.0,9.0,11.5,12.0,9.8
177,DSO,60.0,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
178,Quantity,,110.0,,95.0,,90.0,100.0,70.0,90.0,100.0,80.0,100.0,100.0,95.0,80.0,100.0,95.0,90.0,80.0,130.0,100.0,80.0,80.0,75.0,100.0,95.0,90.0
178,Price,,9.5,,10.0,,9.8,10.0,12.0,9.8,10.0,11.0,9.0,10.0,10.0,11.0,10.0,10.0,9.8,11.5,9.0,9.0,11.5,11.0,12.3,10.0,10.0,9.8
178,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
179,Quantity,,100.0,,95.0,,100.0,100.0,95.0,80.0,80.0,95.0,90.0,100.0,95.0,90.0,110.0,70.0,90.0,100.0,95.0,90.0,100.0,125.0,90.0,100.0,125.0,100.0
179,Price,,10.0,,10.0,,9.0,10.0,10.0,11.0,11.5,10.0,9.8,10.0,10.0,9.8,9.5,12.0,9.8,10.0,10.0,9.8,10.0,9.5,9.8,10.0,9.5,9.0
179,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
180,Quantity,,100.0,,80.0,,90.0,80.0,95.0,90.0,100.0,95.0,90.0,80.0,70.0,100.0,80.0,125.0,80.0,110.0,95.0,90.0,100.0,95.0,90.0,110.0,95.0,75.0
180,Price,,10.0,,11.0,,9.8,11.5,10.0,9.8,10.0,10.0,9.8,11.5,12.0,9.0,11.5,9.5,11.0,9.5,10.0,9.8,10.0,10.0,9.8,9.5,10.0,12.3
180,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
181,Quantity,,100.0,,70.0,,80.0,100.0,95.0,75.0,100.0,95.0,90.0,100.0,95.0,140.0,90.0,125.0,75.0,100.0,70.0,75.0,110.0,130.0,90.0,110.0,130.0,140.0
181,Price,,10.0,,12.0,,11.0,10.0,10.0,12.3,10.0,10.0,9.8,10.0,10.0,8.8,10.5,9.5,12.3,10.0,12.0,12.3,9.5,9.0,9.8,9.5,9.0,8.8
181,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
182,Quantity,,100.0,,95.0,,90.0,80.0,95.0,90.0,110.0,95.0,90.0,90.0,125.0,90.0,120.0,80.0,90.0,120.0,125.0,140.0,90.0,95.0,90.0,100.0,95.0,80.0
182,Price,,10.0,,10.0,,9.8,11.5,10.0,9.8,9.5,10.0,9.8,10.5,9.5,9.8,9.2,11.0,9.8,9.2,9.5,8.8,10.5,10.0,9.8,10.0,10.0,11.0
182,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
183,Quantity,,80.0,,95.0,,140.0,110.0,130.0,100.0,100.0,130.0,140.0,120.0,80.0,75.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,80.0,100.0,80.0,90.0
183,Price,,11.5,,10.0,,8.8,9.5,9.0,9.0,10.0,9.0,8.8,9.2,11.0,12.3,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,11.0,10.0,11.0,9.8
183,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
184,Quantity,,110.0,,125.0,,90.0,100.0,80.0,90.0,90.0,70.0,80.0,100.0,95.0,90.0,100.0,95.0,100.0,80.0,95.0,90.0,100.0,70.0,140.0,80.0,95.0,90.0
184,Price,,9.5,,9.5,,9.8,10.0,11.0,9.8,10.5,12.0,11.0,10.0,10.0,9.8,10.0,10.0,9.0,11.5,10.0,9.8,10.0,12.0,8.8,11.5,10.0,9.8
184,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
185,Quantity,,100.0,,95.0,,90.0,100.0,95.0,75.0,100.0,70.0,75.0,90.0,70.0,90.0,90.0,70.0,80.0,100.0,95.0,75.0,90.0,95.0,90.0,100.0,70.0,90.0
185,Price,,10.0,,10.0,,9.8,10.0,10.0,12.3,10.0,12.0,12.3,10.5,12.0,9.8,10.5,12.0,11.0,10.0,10.0,12.3,10.5,10.0,9.8,10.0,12.0,9.8
185,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
186,Quantity,,100.0,,70.0,,100.0,80.0,95.0,90.0,80.0,130.0,100.0,100.0,95.0,100.0,120.0,130.0,90.0,120.0,95.0,140.0,120.0,70.0,90.0,120.0,95.0,90.0
186,Price,,10.0,,12.0,,9.0,11.5,10.0,9.8,11.5,9.0,9.0,10.0,10.0,9.0,9.2,9.0,9.8,9.2,10.0,8.8,9.2,12.0,9.8,9.2,10.0,9.8
186,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
187,Quantity,,80.0,,125.0,,90.0,120.0,125.0,100.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,80.0,90.0,100.0,125.0,80.0,80.0,125.0,75.0
187,Price,,11.5,,9.5,,9.8,9.2,9.5,9.0,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,11.0,9.8,10.0,9.5,11.0,11.5,9.5,12.3
187,DSO,90.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
188,Quantity,,110.0,,95.0,,75.0,100.0,70.0,90.0,120.0,95.0,90.0,110.0,125.0,75.0,100.0,95.0,140.0,80.0,130.0,90.0,100.0,95.0,140.0,100.0,95.0,100.0
188,Price,,9.5,,10.0,,12.3,10.0,12.0,9.8,9.2,10.0,9.8,9.5,9.5,12.3,10.0,10.0,8.8,11.5,9.0,9.8,10.0,10.0,8.8,10.0,10.0,9.0
188,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
189,Quantity,,80.0,,95.0,,90.0,110.0,125.0,140.0,90.0,95.0,90.0,100.0,95.0,75.0,100.0,95.0,100.0,100.0,95.0,80.0,80.0,125.0,100.0,100.0,130.0,80.0
189,Price,,11.5,,10.0,,9.8,9.5,9.5,8.8,10.5,10.0,9.8,10.0,10.0,12.3,10.0,10.0,9.0,10.0,10.0,11.0,11.5,9.5,9.0,10.0,9.0,11.0
189,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
190,Quantity,,120.0,,130.0,,140.0,100.0,70.0,90.0,100.0,95.0,90.0,110.0,70.0,90.0,100.0,95.0,90.0,90.0,95.0,100.0,110.0,95.0,75.0,90.0,95.0,100.0
190,Price,,9.2,,9.0,,8.8,10.0,12.0,9.8,10.0,10.0,9.8,9.5,12.0,9.8,10.0,10.0,9.8,10.5,10.0,9.0,9.5,10.0,12.3,10.5,10.0,9.0
190,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
191,Quantity,,100.0,,70.0,,90.0,100.0,95.0,80.0,110.0,80.0,140.0,80.0,130.0,140.0,110.0,125.0,90.0,100.0,70.0,90.0,100.0,95.0,90.0,110.0,80.0,90.0
191,Price,,10.0,,12.0,,9.8,10.0,10.0,11.0,9.5,11.0,8.8,11.5,9.0,8.8,9.5,9.5,9.8,10.0,12.0,9.8,10.0,10.0,9.8,9.5,11.0,9.8
191,DSO,60.0,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
192,Quantity,,100.0,,95.0,,80.0,90.0,95.0,90.0,100.0,125.0,75.0,100.0,95.0,90.0,80.0,80.0,75.0,110.0,125.0,90.0,100.0,70.0,90.0,100.0,95.0,90.0
192,Price,,10.0,,10.0,,11.0,10.5,10.0,9.8,10.0,9.5,12.3,10.0,10.0,9.8,11.5,11.0,12.3,9.5,9.5,9.8,10.0,12.0,9.8,10.0,10.0,9.8
192,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
193,Quantity,,100.0,,70.0,,90.0,80.0,95.0,100.0,110.0,80.0,140.0,100.0,70.0,140.0,100.0,95.0,75.0,100.0,95.0,90.0,90.0,95.0,100.0,100.0,125.0,90.0
193,Price,,10.0,,12.0,,9.8,11.5,10.0,9.0,9.5,11.0,8.8,10.0,12.0,8.8,10.0,10.0,12.3,10.0,10.0,9.8,10.5,10.0,9.0,10.0,9.5,9.8
193,DSO,45.0,,90.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
194,Quantity,,100.0,,95.0,,140.0,100.0,95.0,90.0,100.0,125.0,80.0,120.0,95.0,90.0,100.0,95.0,90.0,120.0,95.0,90.0,120.0,130.0,75.0,120.0,95.0,90.0
194,Price,,10.0,,10.0,,8.8,10.0,10.0,9.8,10.0,9.5,11.0,9.2,10.0,9.8,10.0,10.0,9.8,9.2,10.0,9.8,9.2,9.0,12.3,9.2,10.0,9.8
194,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
195,Quantity,,90.0,,95.0,,90.0,100.0,70.0,75.0,80.0,95.0,90.0,90.0,95.0,75.0,80.0,70.0,90.0,100.0,70.0,80.0,100.0,70.0,90.0,80.0,70.0,75.0
195,Price,,10.5,,10.0,,9.8,10.0,12.0,12.3,11.5,10.0,9.8,10.5,10.0,12.3,11.5,12.0,9.8,10.0,12.0,11.0,10.0,12.0,9.8,11.5,12.0,12.3
195,DSO,90.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
196,Quantity,,110.0,,125.0,,80.0,120.0,125.0,90.0,100.0,95.0,90.0,100.0,125.0,90.0,110.0,125.0,140.0,80.0,125.0,100.0,100.0,95.0,90.0,100.0,95.0,140.0
196,Price,,9.5,,9.5,,11.0,9.2,9.5,9.8,10.0,10.0,9.8,10.0,9.5,9.8,9.5,9.5,8.8,11.5,9.5,9.0,10.0,10.0,9.8,10.0,10.0,8.8
196,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
197,Quantity,,80.0,,130.0,,90.0,100.0,80.0,75.0,100.0,95.0,90.0,80.0,95.0,90.0,120.0,125.0,100.0,100.0,95.0,90.0,80.0,80.0,90.0,100.0,80.0,75.0
197,Price,,11.5,,9.0,,9.8,10.0,11.0,12.3,10.0,10.0,9.8,11.5,10.0,9.8,9.2,9.5,9.0,10.0,10.0,9.8,11.5,11.0,9.8,10.0,11.0,12.3
197,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
198,Quantity,,120.0,,95.0,,100.0,110.0,130.0,90.0,120.0,95.0,90.0,100.0,80.0,80.0,90.0,80.0,90.0,90.0,95.0,90.0,110.0,95.0,90.0,90.0,95.0,100.0
198,Price,,9.2,,10.0,,9.0,9.5,9.0,9.8,9.2,10.0,9.8,10.0,11.0,11.0,10.5,11.0,9.8,10.5,10.0,9.8,9.5,10.0,9.8,10.5,10.0,9.0
198,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
199,Quantity,,100.0,,95.0,,90.0,90.0,95.0,140.0,100.0,70.0,75.0,100.0,125.0,90.0,100.0,95.0,90.0,100.0,70.0,75.0,100.0,95.0,80.0,110.0,130.0,90.0
199,Price,,10.0,,10.0,,9.8,10.5,10.0,8.8,10.0,12.0,12.3,10.0,9.5,9.8,10.0,10.0,9.8,10.0,12.0,12.3,10.0,10.0,11.0,9.5,9.0,9.8
199,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
200,Quantity,,100.0,,70.0,,75.0,100.0,95.0,90.0,80.0,130.0,100.0,110.0,95.0,100.0,100.0,95.0,75.0,110.0,130.0,140.0,100.0,125.0,140.0,100.0,95.0,90.0
200,Price,,10.0,,12.0,,12.3,10.0,10.0,9.8,11.5,9.0,9.0,9.5,10.0,9.0,10.0,10.0,12.3,9.5,9.0,8.8,10.0,9.5,8.8,10.0,10.0,9.8
200,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
201,Quantity,,90.0,,95.0,,80.0,100.0,70.0,80.0,100.0,125.0,140.0,100.0,125.0,75.0,120.0,70.0,140.0,100.0,70.0,90.0,110.0,95.0,90.0,90.0,125.0,90.0
201,Price,,10.5,,10.0,,11.0,10.0,12.0,11.0,10.0,9.5,8.8,10.0,9.5,12.3,9.2,12.0,8.8,10.0,12.0,9.8,9.5,10.0,9.8,10.5,9.5,9.8
201,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
202,Quantity,,110.0,,130.0,,90.0,110.0,130.0,90.0,90.0,70.0,75.0,80.0,95.0,90.0,90.0,130.0,90.0,90.0,125.0,90.0,80.0,125.0,90.0,100.0,95.0,90.0
202,Price,,9.5,,9.0,,9.8,9.5,9.0,9.8,10.5,12.0,12.3,11.5,10.0,9.8,10.5,9.0,9.8,10.5,9.5,9.8,11.5,9.5,9.8,10.0,10.0,9.8
202,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
203,Quantity,,100.0,,80.0,,140.0,90.0,95.0,140.0,100.0,95.0,90.0,110.0,95.0,140.0,100.0,95.0,90.0,100.0,95.0,75.0,100.0,80.0,80.0,100.0,70.0,140.0
203,Price,,10.0,,11.0,,8.8,10.5,10.0,8.8,10.0,10.0,9.8,9.5,10.0,8.8,10.0,10.0,9.8,10.0,10.0,12.3,10.0,11.0,11.0,10.0,12.0,8.8
203,DSO,90.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
204,Quantity,,100.0,,95.0,,90.0,100.0,95.0,90.0,110.0,95.0,90.0,100.0,80.0,90.0,100.0,95.0,80.0,110.0,95.0,140.0,100.0,95.0,100.0,110.0,95.0,80.0
204,Price,,10.0,,10.0,,9.8,10.0,10.0,9.8,9.5,10.0,9.8,10.0,11.0,9.8,10.0,10.0,11.0,9.5,10.0,8.8,10.0,10.0,9.0,9.5,10.0,11.0
204,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
205,Quantity,,100.0,,95.0,,75.0,80.0,95.0,100.0,80.0,95.0,90.0,120.0,95.0,90.0,100.0,95.0,75.0,100.0,80.0,90.0,120.0,70.0,100.0,120.0,80.0,100.0
205,Price,,10.0,,10.0,,12.3,11.5,10.0,9.0,11.5,10.0,9.8,9.2,10.0,9.8,10.0,10.0,12.3,10.0,11.0,9.8,9.2,12.0,9.0,9.2,11.0,9.0
205,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
206,Quantity,,100.0,,70.0,,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,130.0,100.0,100.0,95.0,90.0,120.0,130.0,90.0,80.0,95.0,75.0,100.0,95.0,75.0
206,Price,,10.0,,12.0,,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,9.0,9.0,10.0,10.0,9.8,9.2,9.0,9.8,11.5,10.0,12.3,10.0,10.0,12.3
206,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
207,Quantity,,80.0,,125.0,,100.0,100.0,70.0,75.0,120.0,125.0,75.0,100.0,70.0,90.0,80.0,125.0,90.0,100.0,95.0,80.0,100.0,95.0,90.0,100.0,130.0,90.0
207,Price,,11.5,,9.5,,9.0,10.0,12.0,12.3,9.2,9.5,12.3,10.0,12.0,9.8,11.5,9.5,9.8,10.0,10.0,11.0,10.0,10.0,9.8,10.0,9.0,9.8
207,DSO,60.0,,90.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
208,Quantity,,120.0,,95.0,,90.0,120.0,125.0,90.0,100.0,80.0,100.0,90.0,95.0,80.0,110.0,80.0,100.0,80.0,95.0,100.0,100.0,130.0,90.0,80.0,95.0,90.0
208,Price,,9.2,,10.0,,9.8,9.2,9.5,9.8,10.0,11.0,9.0,10.5,10.0,11.0,9.5,11.0,9.0,11.5,10.0,9.0,10.0,9.0,9.8,11.5,10.0,9.8
208,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
209,Quantity,,80.0,,95.0,,90.0,100.0,70.0,90.0,120.0,80.0,90.0,110.0,95.0,90.0,100.0,70.0,90.0,100.0,95.0,90.0,100.0,130.0,75.0,120.0,130.0,90.0
209,Price,,11.5,,10.0,,9.8,10.0,12.0,9.8,9.2,11.0,9.8,9.5,10.0,9.8,10.0,12.0,9.8,10.0,10.0,9.8,10.0,9.0,12.3,9.2,9.0,9.8
209,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
210,Quantity,,110.0,,80.0,,75.0,80.0,125.0,80.0,100.0,125.0,90.0,100.0,80.0,75.0,100.0,130.0,80.0,80.0,95.0,90.0,100.0,95.0,100.0,100.0,95.0,90.0
210,Price,,9.5,,11.0,,12.3,11.5,9.5,11.0,10.0,9.5,9.8,10.0,11.0,12.3,10.0,9.0,11.0,11.5,10.0,9.8,10.0,10.0,9.0,10.0,10.0,9.8
210,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
211,Quantity,,100.0,,125.0,,90.0,110.0,95.0,90.0,80.0,95.0,75.0,100.0,125.0,90.0,80.0,95.0,140.0,100.0,70.0,140.0,80.0,95.0,90.0,100.0,80.0,75.0
211,Price,,10.0,,9.5,,9.8,9.5,10.0,9.8,11.5,10.0,12.3,10.0,9.5,9.8,11.5,10.0,8.8,10.0,12.0,8.8,11.5,10.0,9.8,10.0,11.0,12.3
211,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
212,Quantity,,100.0,,95.0,,100.0,100.0,95.0,100.0,100.0,95.0,100.0,80.0,95.0,100.0,110.0,95.0,90.0,110.0,125.0,75.0,110.0,70.0,90.0,80.0,95.0,100.0
212,Price,,10.0,,10.0,,9.0,10.0,10.0,9.0,10.0,10.0,9.0,11.5,10.0,9.0,9.5,10.0,9.8,9.5,9.5,12.3,9.5,12.0,9.8,11.5,10.0,9.0
212,DSO,60.0,,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
213,Quantity,,100.0,,95.0,,90.0,110.0,95.0,90.0,100.0,95.0,100.0,100.0,70.0,100.0,110.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,90.0,70.0,80.0
213,Price,,10.0,,10.0,,9.8,9.5,10.0,9.8,10.0,10.0,9.0,10.0,12.0,9.0,9.5,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.5,12.0,11.0
213,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
214,Quantity,,100.0,,125.0,,75.0,100.0,95.0,100.0,110.0,95.0,80.0,90.0,95.0,90.0,90.0,95.0,100.0,110.0,95.0,90.0,100.0,80.0,90.0,100.0,95.0,100.0
214,Price,,10.0,,9.5,,12.3,10.0,10.0,9.0,9.5,10.0,11.0,10.5,10.0,9.8,10.5,10.0,9.0,9.5,10.0,9.8,10.0,11.0,9.8,10.0,10.0,9.0
214,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
215,Quantity,,90.0,,70.0,,90.0,100.0,80.0,90.0,100.0,70.0,90.0,120.0,95.0,75.0,100.0,125.0,75.0,100.0,80.0,100.0,90.0,125.0,140.0,100.0,125.0,90.0
